,username,type,to
0,@Mamba_Insider,RT,@Mamba_Insider
1,@veronn296,RT,@abscbnsports
2,@BoaAndre89,RT,@OakProfessorone
3,@mncube,Tweet,@mncube
4,@ChrisHs22,RT,@EHernandezTV
5,@christyceci2,RT,@espn
6,@LakerFacts,Tweet,@LakerFacts
7,@krembishayLife,RT,@PerezHilton
8,@smw232002,RT,@BleacherReport
9,@sandybeach2u,RT,@6abc
10,@obeyer10,RT,@espn
11,@ReynaHarveyB,Tweet,@ReynaHarveyB
12,@PingTheAwesome,RT,@yank1tig
13,@maarkodiaz,RT,@THR
14,@JoshIsAGrizzly,RT,@tysonbeckdesign
15,@Kautionkustoms,RT,@ComplexStyle
16,@fionajudd1,RT,@PerezHilton
17,@SAV_AgE6,RT,@BleacherReport
18,@armandoochoa192,RT,@DwyaneWade
19,@garciakevin809,RT,@Complex
20,@myownperson44,RT,@espn
21,@jumpmanjb_23,RT,@theScore
22,@ANSTYLEdotCOM,Tweet,@ANSTYLEdotCOM
23,@MacenaValle,RT,@BleacherReport
24,@DCurry27,RT,@TylerIAm
25,@realBenjiirby,Tweet,@realBenjiirby
26,@ITSDANKSINATRA,RT,@YanisCapalot
27,@samsburner1,Tweet,@samsburner1
28,@SNAPCHARLOTTE,RT,@TheCrossover
29,@daveria03,RT,@espn
30,@_jesssuussss,RT,@espn
31,@Jloc2424,RT,@timelesssports_
32,@jcbugarin10,RT,@espn
33,@flyguyyamir,RT,@SportsCenter
34,@melia_cole,RT,@IamKrisLondon
35,@AiyuneF,RT,@Cristiano
36,@SpeedyD_94,RT,@timelesssports_
37,@PingTheAwesome,RT,@Nia_Davenport1
38,@HP3ThaDon,RT,@TylerIAm
39,@rouut,Tweet,@rouut
40,@zatch_bella,RT,@TiffiePop85
41,@vjrsamuels,Tweet,@vjrsamuels
42,@i_Abdhool,RT,@LegionHoops
43,@hindisoul,RT,@BleacherReport
44,@s_pacedout,RT,@espn
45,@kobecco328,Tweet,@kobecco328
46,@HahaJacque,RT,@ESPNNBA
47,@jacobsvicki4,RT,@zengreenyoda
48,@ThatPanthersGuy,RT,@SportsCenter
49,@hermitgod,Tweet,@hermitgod
50,@mason_knapp,RT,@Samsonyte_
51,@G0ldie_Mack,RT,@CristalBarzz
52,@hindisoul,RT,@BleacherReport
53,@AJMirandaDiaz,RT,@TheCrossover
54,@Jalia_M,Tweet,@Jalia_M
55,@Bra_Kobe,Tweet,@Bra_Kobe
56,@DeportesEND,Tweet,@DeportesEND
57,@THEEJoeMess,Tweet,@THEEJoeMess
58,@BedoreScott,RT,@cavs
59,@brokelesnar__,RT,@espn
60,@RenganOfCourse,Tweet,@RenganOfCourse
61,@yungcze,RT,@espn
62,@ba11islife24,RT,@Smitgotem_
63,@ismabuj,Tweet,@ismabuj
64,@TrueKingAwesome,RT,@BleacherReport
65,@Big_Jayy2014,RT,@espn
66,@narutokun2607,RT,@espn
67,@UrScootrBro,Tweet,@UrScootrBro
68,@Bejtman,RT,@timelesssports_
69,@ssajaner,Tweet,@ssajaner
70,@JPHouston_,RT,@espn
71,@ElNuevoDia,Tweet,@ElNuevoDia
72,@theyodude,Tweet,@theyodude
73,@ay_ohkaay,RT,@Complex
74,@MySkinIsMySin1,Tweet,@MySkinIsMySin1
75,@badtroysarg,RT,@ESPNLosAngeles
76,@anthony81673688,RT,@LakersReporter
77,@Pharoic_,RT,@timelesssports_
78,@Cavazo8Cristian,RT,@Mamba_Insider
79,@realBenjiirby,Tweet,@realBenjiirby
80,@Buccketss,RT,@espn
81,@LavenderLives,Tweet,@LavenderLives
82,@tissshak,Tweet,@tissshak
83,@jacobsvicki4,RT,@Complex
84,@gcaesar24,RT,@espn
85,@FlaKimble,Tweet,@FlaKimble
86,@playoffcarti,RT,@timelesssports_
87,@JohnnyNBA,Tweet,@JohnnyNBA
88,@Sabii________,RT,@LakersReporter
89,@dgceltics9,RT,@DeeSportsTalk
90,@Victory___Lap,RT,@BleacherReport
91,@f44reggie,Tweet,@f44reggie
92,@CesarCaffroni,RT,@Mamba_Insider
93,@HoneaBadger7,RT,@TheCrossover
94,@HeadBandBron23,Tweet,@HeadBandBron23
95,@CTurnerWR,RT,@SportsCenter
96,@majid_shakur,RT,@tysonbeckdesign
97,@evelyynn99_,RT,@DwyaneWade
98,@dannny32,RT,@LakeShowFamily
99,@Luke_Donn19,RT,@SportsCenter
100,@TheGrigsby,Tweet,@TheGrigsby
101,@Martelin815,RT,@Ballislife
102,@Davidlop_21,RT,@Mamba_Insider
103,@cougars0507,RT,@LakersNation
104,@305athletics,RT,@timelesssports_
105,@InsideOutDG,RT,@enews
106,@AJStein,RT,@CristalBarzz
107,@KingLavi,RT,@Complex
108,@Lupe57926288,RT,@espn
109,@toppshottaglizz,RT,@timelesssports_
110,@Frankie_Wang31,RT,@espn
111,@PingTheAwesome,RT,@creatingkelsi
112,@sebadelfino11,RT,@tysonbeckdesign
113,@taurus2075,Tweet,@taurus2075
114,@EricaInTheSkyy,RT,@CristalBarzz
115,@mccolley_trevor,RT,@hochman
116,@ImJustBLew4,RT,@espn
117,@pac_cru,Tweet,@pac_cru
118,@coookiebandit,RT,@TylerIAm
119,@fffobia,RT,@QuimeyHerrera01
120,@ODedOnRealityTV,RT,@6abc
121,@SheyleenMuro,RT,@Donn_Knee
122,@ThankYouKobe824,RT,@BrooklynNets
123,@ashleydmullins,RT,@TheKingDart
124,@Numero1lakerfan,RT,@MattNorlander
125,@_Mad_Ace_,RT,@BleacherReport
126,@greatornothing,RT,@curvellas
127,@yumyumeg,RT,@TylerIAm
128,@enanomenemista,RT,@THR
129,@SterlingWBond,RT,@timelesssports_
130,@oglb20,Tweet,@oglb20
131,@lawashington11,RT,@Mamba_Insider
132,@lysaaaaa16,RT,@enews
133,@greggysauce,RT,@BleacherReport
134,@earias41,RT,@espn
135,@PingTheAwesome,RT,@therealsacil
136,@SkinWade,RT,@Miss_Alma_Marie
137,@davidellsberry,Tweet,@davidellsberry
138,@davegerhart,RT,@cavs
139,@BroGawD_Kobe,Tweet,@BroGawD_Kobe
140,@suburbanegro,RT,@rhondamaryvids
141,@JerseyyJay,RT,@HoopsVids
142,@BynumBurner,Tweet,@BynumBurner
143,@Maaria_at,Tweet,@Maaria_at
144,@jean7binks,Tweet,@jean7binks
145,@ThankYouKobe824,RT,@BrooklynNets
146,@LindaNiro,RT,@ABC7NY
147,@FreshLouverture,Tweet,@FreshLouverture
148,@Cavazo8Cristian,RT,@timelesssports_
149,@sandra73718293,Tweet,@sandra73718293
150,@CDFyle,Tweet,@CDFyle
151,@AmyNicole04,RT,@ESPNNBA
152,@PingTheAwesome,RT,@Nia_Davenport1
153,@BD23s_,RT,@espn
154,@GabeZoda,RT,@LakersReporter
155,@Ace_VenTURNUP,RT,@Mamba_Insider
156,@RingerPodcasts,RT,@BillSimmons
157,@TrevorRose13,RT,@espn
158,@Dee4Three84,Tweet,@Dee4Three84
159,@ChanieMonae_,Tweet,@ChanieMonae_
160,@iRepLakerNation,Tweet,@iRepLakerNation
161,@DesconcertanteC,Tweet,@DesconcertanteC
162,@abbysnider22,RT,@jmjones
163,@viviannnna_,RT,@ABC7
164,@feel_my_tweet,RT,@espn
165,@Why_iCoach,RT,@espn
166,@ThankYouKobe824,RT,@BrooklynNets
167,@Ree06114033,Tweet,@Ree06114033
168,@Tua1998,RT,@Pasion_Basket1
169,@Queman01,RT,@BleacherReport
170,@IssaelG0423,RT,@SomosBasketweb
171,@mikhailpaulo,RT,@SportsCenter
172,@tybgxcalero,RT,@Samsonyte_
173,@leo_Kobe_,Tweet,@leo_Kobe_
174,@Your__man_kobe,RT,@badluck180
175,@HarshaRyoma,RT,@TheCrossover
176,@TheMuslimHippie,RT,@Freeyourmindkid
177,@HouseOfJordans,Tweet,@HouseOfJordans
178,@Bra_Kobe,Tweet,@Bra_Kobe
179,@iamtommylofton,Tweet,@iamtommylofton
180,@aieshalafuente,RT,@espn
181,@silkdrizzle,RT,@theblakkmamba24
182,@GaryZPon,RT,@HarveyLevinTMZ
183,@CHC3,RT,@espn
184,@JemiKingBron,RT,@espn
185,@GabeZoda,RT,@espn
186,@LeeLeeskeewee,RT,@ESPNNBA
187,@CousinHaroldd,RT,@espn
188,@ggutierrez330,RT,@RashadJuniorr
189,@imguuutttt,RT,@espn
190,@AliZobeir,Tweet,@AliZobeir
191,@MrGBIZ,RT,@espn
192,@lfrei1036,RT,@BleacherReport
193,@ox_ecruz,RT,@etnow
194,@Shai11640850,Tweet,@Shai11640850
195,@AlfredoHorford,Tweet,@AlfredoHorford
196,@_treysauce,RT,@timelesssports_
197,@FatRozay,Tweet,@FatRozay
198,@langstonisaac1,Tweet,@langstonisaac1
199,@EddieCode7,RT,@ESPNNBA
200,@MettaWorldMack2,RT,@CristalBarzz
201,@JoiaJisOVERIT,RT,@AishiaDeal
202,@cportillo100,RT,@Complex
203,@naptownkid2,RT,@MrChuckD
204,@Knowthe_meanING,RT,@timelesssports_
205,@jego_nathan,RT,@neasty_16
206,@gagageo1don,RT,@Complex
207,@kreedj_,RT,@Complex
208,@timbergh7,RT,@espn
209,@deswhitley5,RT,@DeeSportsTalk
210,@GoldDiamante,RT,@ReggiSaxx
211,@moss_duron,RT,@espn
212,@45banshee,Tweet,@45banshee
213,@GoldDiamante,RT,@YanisCapalot
214,@SavageBoyZae,RT,@SportsCenter
215,@Dat_Boi_Ken,RT,@espn
216,@JeremyAgamata,RT,@LakersNation
217,@MysticMjay,RT,@IsaacHayes3
218,@imani_gomes,RT,@Complex
219,@_KingFahd,RT,@espn
220,@DailModus,RT,@Pasion_Basket1
221,@DaAsianBoyLouis,RT,@ComplexSports
222,@kbreitman27,RT,@LakersNation
223,@DGib4th,Tweet,@DGib4th
224,@noirdosser,Tweet,@noirdosser
225,@tia_rudd,RT,@espn
226,@Mr_Cummings,RT,@BleacherReport
227,@Samsonyte_,Tweet,@Samsonyte_
228,@WesleyL10,RT,@espn
229,@PatelHila,Tweet,@PatelHila
230,@Phyllis30188634,RT,@BleacherReport
231,@AustinMcIntyr15,RT,@espn
232,@cipherEquality,RT,@zengreenyoda
233,@_anthonynash,Tweet,@_anthonynash
234,@jetsrraw,RT,@espn
235,@Jim_Allen02,Tweet,@Jim_Allen02
236,@XiongSandie,RT,@lildedjanet
237,@OVOAlex6,RT,@espn
238,@chayan004,RT,@Ballislife
239,@zenowaves,Tweet,@zenowaves
240,@lewiebusbac,RT,@JusBRouge
241,@bsully113,RT,@espn
242,@GrindBforShine,Tweet,@GrindBforShine
243,@babykiosh,RT,@TiffanyDCross
244,@TempesttStorm,Tweet,@TempesttStorm
245,@mikeylikeypikey,RT,@espn
246,@SethWyatt24,RT,@tysonbeckdesign
247,@Shadowplayer13,RT,@TMZ
248,@NZStuffEnt,Tweet,@NZStuffEnt
249,@LionelsWorld,Tweet,@LionelsWorld
250,@DWall52,RT,@espn
251,@Franalejo96,RT,@timelesssports_
252,@Aidan_5803,RT,@TwitterMoments
253,@afrikan1884,RT,@AfrDiasporaNews
254,@RenganOfCourse,Tweet,@RenganOfCourse
255,@45banshee,Tweet,@45banshee
256,@Computerp2p,Tweet,@Computerp2p
257,@d_m_danny,RT,@espn
258,@eb_ebuka,RT,@timelesssports_
259,@ramirez9504,RT,@MambaCenter
260,@RoseParamore7,RT,@PerezHilton
261,@FOREVER___KOBE,Tweet,@FOREVER___KOBE
262,@brianalanegra,RT,@BleacherReport
263,@rocket_jae,RT,@ESPNNBA
264,@5280_angel,RT,@espn
265,@Adryan_almeida,RT,@espn
266,@CLEVELOVE1,RT,@espn
267,@ReynoldsDavell,RT,@Mamba_Insider
268,@tamaraneanlives,RT,@curvellas
269,@pinkmoneyvee_,RT,@TheHoopCentral
270,@Jchatham10,RT,@BleacherReport
271,@cejaialpha,RT,@Freeyourmindkid
272,@MayersCameron,RT,@espn
273,@ispotbuckets__,RT,@Complex
274,@Girl_idk_fuck,Tweet,@Girl_idk_fuck
275,@JDCDale,RT,@LinnyMarie5
276,@THEFIELDZ_ELITE,RT,@THEFIELDZ_ELITE
277,@VinnyBlazin,Tweet,@VinnyBlazin
278,@bardorod_24,RT,@MattNorlander
279,@Jermaine_ManUtd,RT,@espn
280,@jdadodger,RT,@thegenesisinv
281,@odemitch,RT,@espn
282,@skylerjokinen2,Tweet,@skylerjokinen2
283,@JacquieSmooth,Tweet,@JacquieSmooth
284,@MTDonnell,Tweet,@MTDonnell
285,@dbxmustard,RT,@BleacherReport
286,@geeebritt,RT,@espn
287,@echoisthename,Tweet,@echoisthename
288,@Frankie_Wang31,RT,@Mamba_Insider
289,@FrancoManco8,RT,@ESPNNBA
290,@leo_Kobe_,Tweet,@leo_Kobe_
291,@TweetMustafa7,RT,@SportsCenter
292,@homemadepieguy,RT,@SportsCenter
293,@Adam46753578,RT,@espn
294,@OakProfessorone,Tweet,@OakProfessorone
295,@Iamchrisreyes1,RT,@LegionHoops
296,@JessyDiamba,RT,@TiffanyDCross
297,@DannyRafi93,RT,@LacazetteAlex
298,@khaira9011,RT,@JohnnyNBA
299,@1Def_Poet,Tweet,@1Def_Poet
300,@32crew,RT,@espn
301,@TreySeanEST19XX,RT,@espn
302,@CyborgApologist,RT,@Freeyourmindkid
303,@PatriotDreamerz,RT,@2LarryJohnson7
304,@bianglock,RT,@Complex
305,@jc_esteban32,RT,@espn
306,@b_minich,RT,@espn
307,@joeyvalenzuela,RT,@TheCrossover
308,@DeshaunAllison,RT,@Mamba_Insider
309,@Ethanshirazi24,RT,@espn
310,@Victor_D07,RT,@timelesssports_
311,@itsGLIZZ,RT,@pushingbrandon
312,@REAL_RELLZ,RT,@espn
313,@jordenroses,RT,@timelesssports_
314,@Bra_Kobe,Tweet,@Bra_Kobe
315,@Mystery_Girl14,RT,@etnow
316,@shaheed_simril,RT,@espn
317,@LucasMcninch,RT,@espn
318,@MavericksAwesom,RT,@espn
319,@gomolemo_mogau,RT,@AlexFeuz
320,@414meez,RT,@espn
321,@akaluisitoo,RT,@espn
322,@Chevrolet_Z28,RT,@ChargersLegion
323,@Karina_Garcia30,RT,@BleacherReport
324,@Kakankel,RT,@TheCrossover
325,@elibo81,RT,@timelesssports_
326,@deftsoul9,RT,@DragonflyJonez
327,@JakeKilla,Tweet,@JakeKilla
328,@tatecurtis,RT,@LeftOfBlack
329,@Sweet_Candor,Tweet,@Sweet_Candor
330,@OhSoArrogantQ,RT,@CristalBarzz
331,@ashleeluv7,RT,@espn
332,@chish_01,RT,@Complex
333,@_ImNotYourMan,RT,@M_Champ4
334,@YMIjeans,RT,@Complex
335,@pyrosui,Tweet,@pyrosui
336,@AlcoaBoi2,RT,@LakeShowFamily
337,@gladynelle12,RT,@BleacherReport
338,@ashleydmullins,RT,@IsaacHayes3
339,@Coolwednesdays_,RT,@Coolwednesdays_
340,@Deriktcu,RT,@espn
341,@RobbieCampsz,RT,@SportsCenter
342,@DaRealFatBoi,Tweet,@DaRealFatBoi
343,@vinniepadula9,RT,@SportsCenter
344,@thaBIGkahuna_,RT,@Ballislife
345,@Zwinak2020,Tweet,@Zwinak2020
346,@AnneleeM,RT,@TheCrossover
347,@YouknowTiff,RT,@DeLanoTV
348,@PingTheAwesome,RT,@TrainerGloria
349,@raydennis,Tweet,@raydennis
350,@EmmittDhillon,RT,@espn
351,@YPrinceDBG,Tweet,@YPrinceDBG
352,@Leganav,Tweet,@Leganav
353,@juan05565,RT,@espn
354,@BabsyKnowlton,RT,@ABC
355,@bisbila,RT,@cvillasante
356,@Im_jabar,RT,@RenyTay
357,@EscobarWest,Tweet,@EscobarWest
358,@reuben_malkolm,RT,@Complex
359,@deafstrong71,RT,@balldontstop
360,@ElderwilsonEarl,RT,@theScore
361,@AllieRoseEats,RT,@Freeyourmindkid
362,@cici_harris,RT,@SportsCenter
363,@Tizthalife77,RT,@Freeyourmindkid
364,@RenganOfCourse,Tweet,@RenganOfCourse
365,@pervaiz_ammar,RT,@espn
366,@bqueen76,RT,@CristalBarzz
367,@doubledworth,RT,@DeeSportsTalk
368,@happygirlinla79,RT,@RogerStan123
369,@2Guy4,RT,@ESPNNBA
370,@theoalex12,RT,@Mamba_Insider
371,@twobags_,RT,@espn
372,@ybabash,RT,@Complex
373,@Zmoneymill,RT,@welch_jodie
374,@TruthHurts248,RT,@espn
375,@cchhaaLLkk,RT,@timelesssports_
376,@jeyoung200,Tweet,@jeyoung200
377,@marmarcooley,Tweet,@marmarcooley
378,@abc13houston,RT,@SteveABC13
379,@DanTheMansland,RT,@espn
380,@Liberty99502291,Tweet,@Liberty99502291
381,@iAmAnt__,RT,@CristalBarzz
382,@kellymcb,Tweet,@kellymcb
383,@thebkway,RT,@MattNorlander
384,@Marloncito21,RT,@HodaAndJenna
385,@Frankie_Wang31,RT,@timelesssports_
386,@Louissaintrood5,RT,@espn
387,@GonyeaBryant,RT,@espn
388,@2defBlk,Tweet,@2defBlk
389,@esensten,Tweet,@esensten
390,@crazyhobo8,Tweet,@crazyhobo8
391,@DiazBearBerry,RT,@espn
392,@guamaniandevil1,RT,@JDWilliamsEnt
393,@Senoj91602,RT,@LizHabib
394,@lenniemichael3,RT,@timelesssports_
395,@americanturban,Tweet,@americanturban
396,@LayzieOG,Tweet,@LayzieOG
397,@Malik__C,RT,@TheUndefeated
398,@CSee08,Tweet,@CSee08
399,@NewFrenz,RT,@espn
400,@Dr_geauxMAB,RT,@DKuzNY
401,@iam_trouty,RT,@espn
402,@Nathe__,Tweet,@Nathe__
403,@south4duley,RT,@espn
404,@Kobe_Cold,Tweet,@Kobe_Cold
405,@lorecrf,RT,@enews
406,@QuincyU_,Tweet,@QuincyU_
407,@nikolelashel,RT,@Complex
408,@MonsterGooder,RT,@MonsterGooder
409,@k_flow313,RT,@espn
410,@90sJay,RT,@AnthonyIrwinLA
411,@linzsports,RT,@SorayaMcDonald
412,@Aruhff64,RT,@tysonbeckdesign
413,@DSiciban,RT,@timelesssports_
414,@nycedayvo,RT,@darrenrovell
415,@danii_lovee10,RT,@abc13houston
416,@RZR_Davey,Tweet,@RZR_Davey
417,@Sleepy_305,RT,@espn
418,@Jay77Rod,RT,@ESPNNBA
419,@ShmillyRock,Tweet,@ShmillyRock
420,@richschwab1,RT,@jmjones
421,@calebgjeter,RT,@espn
422,@benayah33,Tweet,@benayah33
423,@trickyricky5,RT,@thegenesisinv
424,@aubrey_e15,RT,@espn
425,@PapeChaseDotCom,RT,@PaperChaserBlog
426,@isthenew50cent,RT,@PaperChaserBlog
427,@Zwinak2020,Tweet,@Zwinak2020
428,@sofokleous10,Tweet,@sofokleous10
429,@CFR1Fundraising,Tweet,@CFR1Fundraising
430,@_Mr_Fister,RT,@SportsCenter
431,@Suckmy_Thirdeye,RT,@BleacherReport
432,@negendz,Tweet,@negendz
433,@NieveCecilia,RT,@TwitterMoments
434,@VICMONEY_WSMG,RT,@SaycheeseDGTL
435,@Skidmore_Ivy,RT,@etnow
436,@DprinceCFC,RT,@DeeSportsTalk
437,@coolscoob84,RT,@TheCrossover
438,@girlinme,RT,@PerezHilton
439,@TarahGotlieb,RT,@____NaMpA_____
440,@_yess321,RT,@Freeyourmindkid
441,@TAlexandriaK,RT,@Complex
442,@ocNEAL,Tweet,@ocNEAL
443,@FactosMarc,RT,@espn
444,@Bryce_Bham,RT,@espn
445,@PatRunner89,RT,@TheCrossover
446,@DiagonalCoffee9,RT,@TwitterMoments
447,@CollegeRecruits,RT,@srpatterson
448,@TaliyahNycole,RT,@espn
449,@dallasmeyer_,RT,@espn
450,@johnbaker321,Tweet,@johnbaker321
451,@Jaylan_D1,RT,@espn
452,@zengreenyoda,RT,@zengreenyoda
453,@Yatta_Master,Tweet,@Yatta_Master
454,@marleytargaryen,RT,@ESPNNBA
455,@AdryannaMarie,RT,@BleacherReport
456,@alexram1988,RT,@NYYDJ2
457,@Meer2Fly16,RT,@bball_ref
458,@CJWinter39,RT,@TiffanyDCross
459,@georgescott755,RT,@espn
460,@donnamoon81146,RT,@CarmineSabia
461,@zephyorg,Tweet,@zephyorg
462,@BraydnMonhollon,RT,@espn
463,@randawson129,RT,@BleacherReport
464,@zengreenyoda,Tweet,@zengreenyoda
465,@ChinoBambino212,RT,@espn
466,@2pacng,RT,@yungsavage1_
467,@big_papiMHG,RT,@espn
468,@Idc_bout_You1,RT,@espn
469,@loslangeles,Tweet,@loslangeles
470,@RoebiH2020,RT,@espn
471,@JanelsStudio,RT,@timelesssports_
472,@mexican_kobe,Tweet,@mexican_kobe
473,@infinite_james9,RT,@AudelDelToro
474,@Beats4Hard,Tweet,@Beats4Hard
475,@izaakk_,RT,@Mamba_Insider
476,@DerricKnighton,RT,@LakeShowFamily
477,@VERSACERAP,RT,@ChargersLegion
478,@lauritajustine,RT,@oneaaronjames_
479,@iMonster10,RT,@MambaSportsHQ
480,@Mitchel84768275,Tweet,@Mitchel84768275
481,@benford__shelby,RT,@enews
482,@PingTheAwesome,RT,@Laura722
483,@MarkGarrison1,Tweet,@MarkGarrison1
484,@missruthyy,RT,@FOXLA
485,@ProudfitAsian,RT,@SportsCenter
486,@liebe_sonne,RT,@jaeminpic
487,@bisbila,RT,@GIGANTESbasket
488,@marksword,Tweet,@marksword
489,@Freeyourmindkid,Tweet,@Freeyourmindkid
490,@ohsoyouKyki,RT,@1SavageTy
491,@keeyonfrancois,RT,@SaycheeseDGTL
492,@TEXAS_MECHA,RT,@TorraineWalker
493,@burtoDaDon,RT,@CristalBarzz
494,@jerryprkns,Tweet,@jerryprkns
495,@JViLL3N617,RT,@cavs
496,@AshlieAndrea,Tweet,@AshlieAndrea
497,@echorave,RT,@ChargersLegion
498,@kobe_hawk,Tweet,@kobe_hawk
499,@SketchyAsHell,RT,@tysonbeckdesign
500,@Fidelssa,Tweet,@Fidelssa
501,@TheBlackSid,RT,@TMZ
502,@escarnito,RT,@Broctimus_Prime
503,@danhdnguyen,Tweet,@danhdnguyen
504,@luckkybaba,RT,@MomentsIndia
505,@patrickoyulu,RT,@fobita
506,@ValenteGianni3,RT,@KnicksHistory
507,@Tweets_From_E,RT,@ESPNNBA
508,@2outh2id3Mike,RT,@ESPNLosAngeles
509,@calebthagawd,RT,@TylerIAm
510,@theplams,RT,@ESPNNBA
511,@Panjabi_Singhni,Tweet,@Panjabi_Singhni
512,@hmfaigen,RT,@AnthonyIrwinLA
513,@nobinobilee,RT,@TheCrossover
514,@bisbila,RT,@FranJMerino
515,@yeetconnorS,RT,@nikka202
516,@Jvrdzxlb,RT,@AudelDelToro
517,@Overdone_19,RT,@espn
518,@40ozRob,RT,@ESPNNBA
519,@mexican_kobe,Tweet,@mexican_kobe
520,@MarioLuigi1400,RT,@IamKrisLondon
521,@VerbalKint_vp,RT,@BA_Turner
522,@marissa_jadams,RT,@karleesteel
523,@MaanuOneTwo,RT,@CristalBarzz
524,@sneakerbox_slue,RT,@espn
525,@Smoove_JT,RT,@espn
526,@Nene03423091,Tweet,@Nene03423091
527,@escarnito,RT,@realJoWenke
528,@____NaMpA_____,Tweet,@____NaMpA_____
529,@Madkillaskillz,RT,@espn
530,@sebzin23,RT,@BleacherReport
531,@JerseyyJay,RT,@timelesssports_
532,@panicker_beni,RT,@espn
533,@TrueBreed_Naldo,RT,@philpapi_
534,@calipassport,RT,@ABCNetwork
535,@KIMYEEZY_,RT,@Complex
536,@Offical3030ACE,RT,@espn
537,@hernamebrandy,RT,@SportsCenter
538,@tristanhinson1,RT,@espn
539,@MydreamisHL,RT,@BleacherReport
540,@nkjJ1Iz62888DE4,RT,@tanaka_tatsuya
541,@JessTweetSweet,Tweet,@JessTweetSweet
542,@gm2one,RT,@espn
543,@calipassport,RT,@espn
544,@PossiblyReality,RT,@TheCrossover
545,@PingTheAwesome,RT,@Splurge24
546,@Quincy_BIG13,RT,@TylerIAm
547,@TheMariaShow_,Tweet,@TheMariaShow_
548,@BigSwinginRooke,RT,@MattNorlander
549,@PingTheAwesome,RT,@ariannaohnana7
550,@N1noBr0wn,Tweet,@N1noBr0wn
551,@howardmarlon18,RT,@CristalBarzz
552,@Aswafford_1,RT,@espn
553,@KingRell84,RT,@espn
554,@jweezyf21,RT,@espn
555,@IvanDashSmith,Tweet,@IvanDashSmith
556,@Cujo1974,RT,@MitchGerber
557,@_joay25,RT,@espn
558,@i_Abdhool,RT,@espn
559,@swaggyra1,Tweet,@swaggyra1
560,@fobita,Tweet,@fobita
561,@Mr_Essjay,RT,@espn
562,@MisterMtotheJ,RT,@espn
563,@AshleyM17238303,RT,@angellopez612
564,@NaveenAbdullah_,RT,@espn
565,@kiara01_,RT,@coreybking
566,@THEOG_Lik,RT,@Complex
567,@SportsCardKing_,Tweet,@SportsCardKing_
568,@leo_Kobe_,Tweet,@leo_Kobe_
569,@jezuez_jezues,RT,@espn
570,@_cheyenneconway,RT,@ajplus
571,@SteveABC13,Tweet,@SteveABC13
572,@cjyrusz10,RT,@THR
573,@bryanbehovitz,RT,@CristalBarzz
574,@PingTheAwesome,RT,@megthegeek
575,@plasticpitch,Tweet,@plasticpitch
576,@kilofantana,Tweet,@kilofantana
577,@m_anniris,RT,@espn
578,@Gossip_Gurl34,Tweet,@Gossip_Gurl34
579,@PerezHilton,Tweet,@PerezHilton
580,@danprimack,Tweet,@danprimack
581,@DoyleHarr5_,Tweet,@DoyleHarr5_
582,@Lil_Linaaa,RT,@espn
583,@thesoulman57,RT,@TheHoopCentral
584,@coolndr3,RT,@SportsCenter
585,@Hecteezus,Tweet,@Hecteezus
586,@RMCFSupporter,RT,@espn
587,@aniox_,Tweet,@aniox_
588,@PlenoNews,Tweet,@PlenoNews
589,@grinta7777,RT,@KnicksHistory
590,@_crazii21,RT,@enews
591,@ccorkiz,RT,@ESPNNBA
592,@AhnRee__,RT,@timelesssports_
593,@Iam_DCPXii,Tweet,@Iam_DCPXii
594,@214linto,RT,@sammysoulpatch
595,@IcemanAndSlider,RT,@thegenesisinv
596,@RenganOfCourse,Tweet,@RenganOfCourse
597,@Mafiapunch1only,RT,@StephanieHypes
598,@BakerDanu,RT,@IamKrisLondon
599,@Nick_Lewars06,RT,@timelesssports_
600,@lexiiinolan,RT,@TylerIAm
601,@Middle_Man_60,Tweet,@Middle_Man_60
602,@IsaacRuiz96,RT,@espn
603,@Shanahall1233,RT,@HodaAndJenna
604,@AbbottJustus,RT,@BleacherReport
605,@6abc,Tweet,@6abc
606,@DerriusG13,RT,@espn
607,@InesOliveira_21,RT,@BleacherReport
608,@bqueen76,RT,@AishiaDeal
609,@moysummit,Tweet,@moysummit
610,@_SheIsPoison,RT,@tinnkky
611,@FuuKiNG54,Tweet,@FuuKiNG54
612,@weekend27,RT,@AnthonyIrwinLA
613,@ab5cd3f533d140e,RT,@DrAlexHamilton
614,@TippyTippy_,RT,@espn
615,@BTL_DANNY,RT,@LegionHoops
616,@kelly_plea,RT,@dawhittaker
617,@JochaDay,RT,@ESPNLosAngeles
618,@XmichajadeX,RT,@IsaacHayes3
619,@briiiiiiox,RT,@karleesteel
620,@marietee371,RT,@Pasion_Basket1
621,@no9icasso,RT,@ESPNNBA
622,@Strongstyle_J,RT,@espn
623,@HalterTop34,Tweet,@HalterTop34
624,@AccThirteen_,RT,@TMZ
625,@ballin_bball3,RT,@espn
626,@duartegabriel35,RT,@NBABrasil
627,@brittanyamber10,RT,@espn
628,@Duhh_Shauna,Tweet,@Duhh_Shauna
629,@marisunshine14,RT,@Mamba_Insider
630,@MilliZone_20,RT,@timelesssports_
631,@PT_Kanhukamwe,RT,@Mamba_Insider
632,@morgan_destynee,RT,@espn
633,@MilesallSMyles,RT,@enews
634,@adrielmaranan_,RT,@LakersNation
635,@fvckdatbitchbro,RT,@timelesssports_
636,@BlakeHunter22,RT,@SportsCenter
637,@i_am_tahj,RT,@Mamba_Insider
